filename,width,height,class,xmin,ymin,xmax,ymax
image265.jpg,800,600,Yellow,232,406,266,489
image265.jpg,800,600,Yellow,395,410,431,497
image215.jpg,800,600,Green,2,69,78,267
image215.jpg,800,600,Green,380,71,473,270
image544.jpg,800,600,Yellow,6,77,79,276
image544.jpg,800,600,Yellow,372,90,463,280
image544.jpg,800,600,Yellow,752,110,800,306
image234.jpg,800,600,Yellow,97,244,163,378
image234.jpg,800,600,Yellow,377,253,430,383
image234.jpg,800,600,Yellow,654,253,716,396
image385.jpg,800,600,Red,156,334,208,450
image385.jpg,800,600,Red,369,344,421,455
image385.jpg,800,600,Red,579,350,627,474
image97.jpg,800,600,Red,1,15,50,233
image97.jpg,800,600,Red,382,19,487,238
image504.jpg,800,600,Green,152,339,205,449
image504.jpg,800,600,Green,368,352,416,451
image504.jpg,800,600,Green,583,354,629,459
image535.jpg,800,600,Green,46,157,98,323
image535.jpg,800,600,Green,379,164,449,328
image535.jpg,800,600,Green,709,177,772,338
image216.jpg,800,600,Green,2,69,78,265
image216.jpg,800,600,Green,381,71,473,271
image264.jpg,800,600,Yellow,64,400,104,485
image264.jpg,800,600,Yellow,228,407,271,493
image264.jpg,800,600,Yellow,392,410,433,493
image45.jpg,800,600,Red,117,273,176,402
image45.jpg,800,600,Red,375,277,434,406
image45.jpg,800,600,Red,632,282,691,411
image241.jpg,800,600,Yellow,97,236,158,379
image241.jpg,800,600,Yellow,374,244,441,384
image241.jpg,800,600,Yellow,652,249,728,393
image58.jpg,800,600,Red,105,254,166,390
image58.jpg,800,600,Red,375,258,436,394
image58.jpg,800,600,Red,649,262,710,398
image212.jpg,800,600,Green,19,124,103,304
image212.jpg,800,600,Green,379,126,457,307
image212.jpg,800,600,Green,742,131,800,316
image229.jpg,800,600,Yellow,98,241,161,385
image229.jpg,800,600,Yellow,372,247,439,389
image229.jpg,800,600,Yellow,651,249,716,396
image563.jpg,800,600,Red,1,48,56,255
image563.jpg,800,600,Red,375,63,469,268
image80.jpg,800,600,Red,56,175,133,338
image80.jpg,800,600,Red,377,179,454,342
image80.jpg,800,600,Red,699,185,776,348
image5.jpg,800,600,Red,126,288,183,413
image5.jpg,800,600,Red,372,290,429,415
image5.jpg,800,600,Red,621,294,678,419
image555.jpg,800,600,Yellow,4,63,71,260
image555.jpg,800,600,Yellow,376,79,463,275
image555.jpg,800,600,Yellow,762,84,800,286
image309.jpg,800,600,Red,173,364,215,471
image309.jpg,800,600,Red,369,370,416,470
image309.jpg,800,600,Red,564,372,610,476
image2141.jpg,800,600,Green,132,454,160,519
image2141.jpg,800,600,Green,262,460,290,521
image2141.jpg,800,600,Green,385,462,416,525
image205.jpg,800,600,Green,72,203,147,355
image205.jpg,800,600,Green,379,213,444,360
image205.jpg,800,600,Green,680,216,752,368
image503.jpg,800,600,Green,156,345,198,447
image503.jpg,800,600,Green,374,348,413,451
image503.jpg,800,600,Green,580,353,625,459
image543.jpg,800,600,Yellow,7,96,83,288
image543.jpg,800,600,Yellow,379,112,452,290
image543.jpg,800,600,Yellow,732,113,800,297
image25.jpg,800,600,Red,127,289,184,414
image25.jpg,800,600,Red,374,290,431,415
image25.jpg,800,600,Red,622,295,679,420
image233.jpg,800,600,Yellow,99,236,160,387
image233.jpg,800,600,Yellow,373,248,435,390
image233.jpg,800,600,Yellow,656,257,715,390
image209.jpg,800,600,Green,42,157,129,320
image209.jpg,800,600,Green,380,157,460,328
image209.jpg,800,600,Green,715,161,800,333
image6.jpg,800,600,Red,126,290,185,414
image6.jpg,800,600,Red,371,292,430,416
image6.jpg,800,600,Red,620,296,679,420
image84.jpg,800,600,Red,33,141,117,314
image84.jpg,800,600,Red,377,145,461,318
image84.jpg,800,600,Red,726,152,800,324
image184.jpg,800,600,Green,110,264,171,402
image184.jpg,800,600,Green,374,275,431,405
image184.jpg,800,600,Green,640,276,695,411
image572.jpg,800,600,Red,3,11,35,235
image572.jpg,800,600,Red,371,32,483,261
image389.jpg,800,600,Red,151,466,178,528
image389.jpg,800,600,Red,271,474,290,532
image389.jpg,800,600,Red,384,475,408,537
image201.jpg,800,600,Green,91,233,151,373
image201.jpg,800,600,Green,371,232,443,384
image201.jpg,800,600,Green,659,234,732,386
image558.jpg,800,600,Yellow,2,59,71,261
image558.jpg,800,600,Yellow,376,73,470,274
image542.jpg,800,600,Yellow,9,93,79,273
image542.jpg,800,600,Yellow,376,108,449,282
image542.jpg,800,600,Yellow,746,116,797,305
image52.jpg,800,600,Red,113,266,170,396
image52.jpg,800,600,Red,376,269,433,399
image52.jpg,800,600,Red,640,274,697,404
image177.jpg,800,600,Green,111,266,173,396
image177.jpg,800,600,Green,373,270,435,400
image177.jpg,800,600,Green,636,276,698,406
image55.jpg,800,600,Red,111,264,168,393
image55.jpg,800,600,Red,376,268,433,397
image55.jpg,800,600,Red,642,272,699,401
image2151.jpg,800,600,Green,131,452,157,518
image2151.jpg,800,600,Green,264,458,288,518
image2151.jpg,800,600,Green,389,462,413,522
image388.jpg,800,600,Red,153,471,176,533
image388.jpg,800,600,Red,269,473,292,534
image388.jpg,800,600,Red,384,476,404,533
image231.jpg,800,600,Yellow,95,243,162,385
image231.jpg,800,600,Yellow,372,246,440,395
image231.jpg,800,600,Yellow,651,250,716,396
image208.jpg,800,600,Green,62,181,127,338
image208.jpg,800,600,Green,375,182,448,345
image208.jpg,800,600,Green,695,188,777,350
image199.jpg,800,600,Green,97,240,159,382
image199.jpg,800,600,Green,376,245,434,389
image199.jpg,800,600,Green,652,254,717,395
image218.jpg,800,600,Green,1,71,81,271
image218.jpg,800,600,Green,378,74,470,280
image226.jpg,800,600,Yellow,101,245,159,384
image226.jpg,800,600,Yellow,372,249,437,392
image226.jpg,800,600,Yellow,649,253,717,398
image178.jpg,800,600,Green,111,265,176,397
image178.jpg,800,600,Green,375,269,434,399
image178.jpg,800,600,Green,637,275,696,405
image243.jpg,800,600,Yellow,90,236,161,383
image243.jpg,800,600,Yellow,376,239,441,382
image243.jpg,800,600,Yellow,658,242,727,390
image18.jpg,800,600,Red,167,534,182,573
image18.jpg,800,600,Red,241,535,256,574
image18.jpg,800,600,Red,315,537,330,576
image87.jpg,800,600,Red,22,123,110,303
image87.jpg,800,600,Red,376,128,464,308
image87.jpg,800,600,Red,738,132,800,312
image194.jpg,800,600,Green,108,256,162,387
image194.jpg,800,600,Green,375,261,438,401
image194.jpg,800,600,Green,643,266,705,396
image179.jpg,800,600,Green,112,266,175,397
